hatsune miku,初音ミク
mamiya ryouta,間宮良太
scharnhorst (panther und pflaume) (azur lane),パンツァープフラオメ
ichinose yayoi,一之瀬弥生
momo (sea of stars) (infinity nikki),モモのマント・星海
hoshino eri,星野絵瑠
buurin (tonde buurin),ぶーりん
mihara futaba,三原フタバ
kashima noa,鹿島乃亜
howling gab,ハウリング・ガブ
mizusaka yuzuki,水坂柚季
kamen rider grease blizzard,グリスブリザード
medusa (gudaguda poster girl) (fate),ぐだぐだ看板娘
ninomiya shigure,二宮シグレ
kuzuryuu kyoma,くずりゅうきょうま
hera-beorc (p&d),ヘラ・ベオーク
yoshida mikihiko,吉田幹比古
nekomaguro,猫マグロ
paula mccoy,ポーラ・マッコイ
ayamo (devi rock),あやも
muta ninini,ににに
katla larchica,カトラ・ラーチカ
araiguma (bonobono),アライグマくん
sumizome akemi,墨染朱美
kamen rider bravo,仮面ライダーブラーボ
kasper hekmatyar,キャスパー・ヘクマティアル
yuuki tatsuya (gundam bf),ユウキ・タツヤ
sudou cecil,須藤セシル
sango (drapri guu-ta-life),さんご
nishikino mayumi,錦野麻弓
tada banri,多田万里
kakei mihaya,掛居美早
cancer manigoldo,マニゴルド
yuutsuki yura (vtuber),悠月ゆら
lava golem (yu-gi-oh!),溶岩魔神ラヴァ・ゴーレム
forneus (romancing saga 3),魔海侯フォルネウス
keroyon (toaru),ケロヨン
izumida touichirou,泉田塔一郎
sakai hina,酒井陽菜
baku (slow damage),バク
girtablullu (zenless zone zero),ギルタブルル
gundam zero,ガンダムZERO
mogami shizuka (mystic aurora),ミスティックオーロラ
genetta (sekaiju),ジェネッタ
demogorgon (stranger things),デモゴルゴン
yusa yurika,友咲ユリカ
kingprotea alter (swimsuit avenger) (third ascension) (fate),キングプロテア・オルタ(水着)
pandei (kashiko mari),パンディ
lxns,落雪ちゃん
slime (megami tensei),スライム
xu fu (celebratory attire) (fate),英霊祝装
kama (celebratory attire) (fate),英霊祝装
mecha sonic mki,メカソニック
shijou takane (twilight eternity),トワイライトエタニティ
cyrano (pokemon),シアノ
niannian (jikongmingxi suliuguang),念念
shibusawa tatsuhiko (bungou stray dogs),澁澤龍彦(文豪ストレイドッグス)
kisaragi yuna (9-nine-),如月結那
aymur (daiblos core),アイムール
parona,パロナ
gakushuu (ikkitousen),楽就
sandalphon (monster strike),サンダルフォン(モンスト)
shiro (forever 7th capital),白
surakuto,スラクト
tommy vercetti,トミー・ベルセッティ
inashiro mikoto,稲白みこと
male tyrant (swimsuit) (stella sora),男魔王(水着)
lulu lu lulu,ルル・ル・ルル
viy (arknights),维伊
sousou moutoku (ikkitousen),曹操孟德
altiana,アルティアナ
himedaka sakura,姫鷹さくら
i-400 (kure) (kancolle),伊400(呉)
carrera (tensura),カレラ(転スラ)
great race of yith,イスの大いなる種族
rene de petrichor,雷內・德・佩特莉可
viska (king's raid),ヴィスカ
jin dahaad,ジン・ダハド
hakuja nonono,白蛇ののの
suzunami kai ni (kancolle),涼波改二
luna (star savior),ルナ(スターセイヴァー)
matsunae tsugumi,松苗亜未
takarabe chikage,財部千景
nikita lytkin,アカデミーマニアックス
seraphy naito,セラフィ内藤
general cocytus,ジェネラル・コキュートス
sukea (naruto),スケア
amase chihiro,天瀬千尋
shionji ariha,紫苑寺有葉
abel (mizuzokusei no mahoutsukai),アベル(水属性の魔法使い)
gassantoda (oshiro project),月山富田城(御城プロジェクト)
otori chotaroh,鳳長太郎
kid dracula,ドラキュラくん
otogiri sou,乙切想
ibarazaki adowo,茨薔薇咲アドヲ
arthur pendragon (hero on the beach) (fate),ヒーロー・オン・ザ・ビーチ
angeal hewley (resort style),リゾートスタイル
ion teko,伊音テコ
yellowfang,黄牙
nick bottom (grimms notes),ニック・ボトム(グリムノーツ)
darna,ダルナ
irina vladimirovna putina,イリーナ・ウラジーミロヴナ・プチナ
gokai blue,ゴーカイブルー
accesscode talker,アクセスコード・トーカー
iudex gundyr,灰の審判者グンダ
eirawen (mabinogi),エレモン
sakaki youko,榊洋子
eusis (phantasy star ii),ユーシス
ra-class destroyer zeta,駆逐ラ級
efa-chan (darekku),エファちゃん
kitamura yuuichi (jockey),北村友一
hinako (myth hydrangea),よひらひとひら
futomimi (megami tensei),フトミミ
yamano thousand (umamusume),ヤマノサウザン
orphelune (girls' frontline 2),オルフェルーネ(ドールズフロントライン2)
hakuro (tensura),ハクロウ
gotland (12th anniversary) (kancolle),ゴトランド(第12記念日)
haruma kiki,春間きき
kindaichi saki,金田一咲希
lapis (dq10),ラピス
sato aiko,ぽいずん♡やみ
chaos match girl (grimms notes),カオス・マッチ売りの少女(グリムノーツ)
makasha (trickcal),マカシャ
bathysmal vishap (genshin impact),アビサルヴィシャップ
elegia (page of lambda),エレギア
bobbing (arknights),ボビング
hosokawa michiru,細川ミチル
tuscaloosa (hinamatsuri) (kancolle),タスカルーサ(ひな祭り)
kirima ruka,霧間るか
izumi (esse series),泉
muramatsu takuya,村松拓哉
kelia dace,ケリア・デース
holly lingerbean,ホリー・リンガービーン
ajax (party queen) (azur lane),パーティークイーン
belka (sentinel girls),ベルカ(溶鉄のマルフーシャ)
kazenone tetora,風音てとら
ivypool,アイヴィープール
umbrella alma,アンブレラ・アルマ
ira takuto,イラ=タクト
lowpoly-kon,こん
bringer of disaster (grimms notes),災いの運び手(グリムノーツ)
rex wheelie,レックスウィリー
orihime n. astil,オリヒメ・N・アスティル
elfuda-kun (yoruhachi),エルフ田くん
oleg (repose by the fireplace) (azur lane),今夜はお休みペチカ
asura archer,朱羅弓兵
zayne (foreseer) (love and deepspace),黎深先知
layla jenkins,レイラ・ジェンキンス
sugi-kun,スギ★くん
yunli (emberblaze) (honkai: star rail),云璃·薪火
hahakigi hinako,箒木日向子
natsumi kanna (neet kunoichi),夏見叶愛
nonosaka mao,野々坂まお
chisha (midori no umi),知紗
sineria (bunnimals),サイネリア
hijikata toshie,土方歳江
yuuri (mermaid melody pichi pichi pitch),ユーリ(ぴちぴちピッチ)
izumo (izumo's thousand cherry trees) (azur lane),出雲千本桜
edogawa yeyasu,ウェイヤス
mejiro bright (umibe no elegance chiffon) (umamusume),海辺のエレガンスシフォン
livia de udis,リヴィア・ド・ウーディス
annie (uchuu keiji shaider),アニー(宇宙刑事シャイダー)
nona (choukadou girl 1/6),ノーナ(超可動ガール)
huckebein mk iii,ヒュッケバインMk-III
eliza pavonis (fate),エリザ・パヴォニス
ma (evillious nendaiki),Ma(七つの大罪シリーズ)
kirisame marisa (lunar war enchanter),月戦型エンチャンター
umbrain,アンブレン
narumi shirabe,鳴海調
yoruno aoi,夜野あおい
kimberly ann hart,キンバリー・アン・ハート
kashiera nohwa,可視江良ノファ
lange (sousou no frieren),レンゲ(葬送のフリーレン)
pikotarou,ピコ太郎
mega crabominable,メガケケンカニ
shi (madoka magica),シィ
elvis presley,エルヴィス・プレスリー
mona (phantom siita),もな
kabuki (animal crossing),かぶきち
blue (reverseblue),ブルー(リバリバ)
mulligan (gundam),マリガン
mark hamill,マーク・ハミル
tachibana muneshige (kyoukaisenjou no horizon),立花・宗茂
marybelle (maou no hajimekata (dmm)),マリー
kamen rider snipe (shooting gamer level 2),シューティングゲーマーレベル2
millscar (arknights),铣痕
jashin-chan's mother,邪神ちゃんマミー
ushba tesoro (racehorse),ウシュバテソーロ
mima shoma,ひろみま
caren hortensia (calling agape),遍く無償の無限の愛
yuffie kisaragi (wutai pop star),ウータイアイドル
highlander (sekaiju 2),ハイランダー(世界樹の迷宮)
kina (zelda),パナン
psyche riiru,彩家リイル
kamen rider nox,仮面ライダーノクス
nightlight whispers (infinity nikki),長夜の灯語り
arashiyama kimie,嵐山キミ恵
oozora miyoko,大空美代子
mikafir,ミカフィール
katagiri kanae,片桐叶絵
pepe waccabrada,ペペ・ワキャブラーダ
hachiken yuugo,八軒勇吾
mizarisa,ミザリサ
ridan muguluegi,リダン・ムグルエギ
kronshtadt (animal agent) (azur lane),アニマルエージェント
gin (one piece),ギン(ONEPIECE)
crim (destiny unchain online),クリム
kawasumi sisala,川澄シサラ
strike dagger,ストライクダガー
olivier (kagejitsu),オリヴィエ(陰の実力者になりたくて!)
phoebe (animal crossing),ヒノコ
hatsuzuki (red bridge of fate) (azur lane),縁結びの恋橋
belial (shinrabanshou),ベリアール
tachibana hinano (muku),橘ひなの
suzakunomiya karin,朱雀ノ宮火凛
maze (reverseblue),メイズ(リバリバ)
quark (the last story),クォーク(ラストストーリー)
hoshimiya kana,星宮かな
koyanskaya (lostbelt beast:iv) (fate),闇のコヤンスカヤ
kunishiro miyabi,久仁城雅
leonardo da vinci (kancolle),レオナルド・ダ・ヴィンチ(艦隊これくしょん)
quagga (kemono friends),クアッガ(けものフレンズ)
ayanokoji mirei,綾小路美麗
benevolent king of the waves,波頭の仁王
909 (reverseblue),909(リバリバ)
moeno chiharu,萌野千春
off mode mari (blue archive) (ojibi),OFFモードマリー
shimazu yoshihiro (sengoku musou),島津義弘(戦国無双)
wakchan,ワクチャン
gimme cat,いただきキャット
chiko (pgr),千子
beta (starward),ベータ(星の翼)
vil schoenheit (halloween),スケアリー・ドレス
yves klein,イブ・クライン
roger retinz,志乃山金成
hatsune miku (rin-chan aishi-tai 1-gou),リンちゃん愛し隊1号
raging slug eater,暴走食虫花
kyururu (dq10),キュルル
yamato (princess connect!),ヤマト(プリコネ)
izumino koyume,和泉野小夢
takagi jun'ichirou,高木順一朗
longing for snow (shining nikki),初雪の願い
idia shroud (starsending robes),星送りの衣
suou momoko (melty fang),メルティ・ファング
dunkerque (meta) (azur lane),ダンケルク(META)
shion minase,水無瀬紫苑
gaismagorm,ガイアデルム
hishi miracle (racehorse),ヒシミラクル
sanford (madness combat),サンフォード
echoed dreams (infinity nikki),アリオーソの旧夢
cathbelle (azur promilia),姬瑟贝露
pink-backed pelican (kemono friends),コシベニペリカン(けものフレンズ)
fuefukigawa komae,笛吹川狛江
bell (saloon mishaps) (azur lane),サルーン・アクシデント
einar (vinland saga),エイナル
kenmochi touya (9th costume),剣持刀也(ROF-MAOユニット衣装)
ruggie bucchi (outdoor wear),アウトドア・ウェア
ikoma yumi,生駒祐未
rcules husty,ラクレス・ハスティー
ninlil (tonsuki),ニンリル
femt (kekkai sensen),堕落王フェムト
avaritia (isekai maou gokko),アヴァリティア
muninn (mythology),ムニン
wenren dian (shining nikki),聞人典
umezono komaki,梅園小牧
priam (fire emblem),パリス
futaba yuno,双葉夢乃
tezuka osamu (character),手塚治虫
natsume itsumi,棗いつみ
nox (kamen rider zeztz),ノクス(仮面ライダーゼッツ)
enma ema,閻魔エマ
klarkstella (fragaria memories),クラークステラ
shoji yuko,東海林夕子
straight girl (racehorse),ストレイトガール
el chapulin colorado,エル・チャプリン・コロラド
arisu kanade,在須奏出
arahabaki (fate),アラハバキ(Fate)
tweedle dee & dum (mahou tsukai no yoru),トゥイードル・ディー&ダム
mana (mahoiku),マナ
magicman.exe,マジックマン(ロックマンエグゼ)
sakie (oyakodon),咲枝
chuyi flower cake (the tale of food),楚夷花糕
hinata maru,日向まる
cloud strife (erdrick's armour),ロトのよろい
yowai (nijiura maids),よわいさん
shooting star dragon,シューティング・スター・ドラゴン
momo (vampire in the garden),モモ
fushimi gaku (togabito),伏見ガク(咎人お揃い衣装)
sendai (new year) (kancolle),川内(晴れ着)
vala (afk),ヴィラ
shiina yuika (9th costume),椎名唯華(私服)
scathach-skadi (under the same sky) (fate),英霊紀行
analyzer (uchuu senkan yamato),アナライザー
dark dream (dq6),ダークドレアム
tamaki (voisona),玉姫
jade leech (beans camo),ビーンズ・カモ
makabe mizuki (truly magic),トゥルーリーマジック
venomvamdemon,ヴェノムヴァンデモン
accel ace,アクセルエース
kumo augment 01,クモオーグ
kazakoemaru (fate),風越丸
polly (ace attorney),サユリ
maitsuki moe,舞月萌
breakfast princess,ブレックファーストプリンセス
cecily (sennen sensou aigis),暗殺者セシリー
beatrix (kagejitsu),ベアトリクス
otomune kozue (kiseki no butoukai (102nd)),奇跡の舞踏会
kamishina jin,カミシナ・ジン
corset (psg),コルセット
huckebein mk ii,ヒュッケバインMk-II
osiris (stand),オシリス神
kamen rider brave (quest gamer level 2),クエストゲーマーレベル2
kanuma youko,鹿沼葉子
dustless feathers (shining nikki),燃え尽きぬ羽
minase aoi,皆瀬葵
mikuniyama kaiko,三国山蚕
automedic alma,オートメディック・アルマ
nanase rena (arusechika),七瀬レナ
tenochtitlan (over the same sky) (fate),英霊星行
kung fu villain (grimms notes),カンフーヴィラン(グリムノーツ)
saberleomon,サーベルレオモン
panamera karla kaien,パナメラ・カレラ・カイエン
vino von lomzard,ヴィーノ・フォン・ロンザード
emden (white black partita) (azur lane),白黒のパルティータ
takasato nanase,高里七瀬
yamakita saki,山北早紀
quincy (blossoming legend) (nu carnival),花期盡頭的故聞
shirayuki tomoe (military),白雪巴(軍服)
margaret march,マーガレット・マーチ
karasuba sapphire,鴉羽サファイア
enenra (touhou),煙々羅
gouriki ayumu,剛力歩
kamen rider ixa (burst mode),バーストモード
parisa (afk),パリサ
oboro (race queen) (kancolle),レースクイーン朧
hakuou (dq10),ハクオウ
jako timaki,麝香ちまき
senno inori,せんのいのり
hornet ii (racing across the waves) (azur lane),大海原を駆けよ
aruse inu,あるせこの絵見て元気出せ
kageishi sumire,影石菫
jasmine kenkyuuin,じゃすみん研究員
kumano maru kai (swimsuit) (kancolle),熊野丸改(水着)
geese (fire emblem),ギース
black hair twintail-chan (ramchi),黒髪ツインテちゃん
shirakawa kyouko,白川恭子
harran (banquet witch) (nikke),ハラン:バンケット・ウィッチ
moroi (nijiura maids),もろいさん
